,소재지명,도로명,위도,경도,시설구분
239,경안천 도사마을 체육공원,경기도 용인시 처인구 포곡읍 경안천자전거길 1388,37.295579498,127.2337148905,공중화장실
240,처인구청,경기도 용인시 처인구 금령로 50,37.2343602006,127.2012931829,공중화장실
241,삼북체육공원 화장실,경기도 용인시 처인구 양지면 주북로5번길 151,37.2576866351,127.2469185117,공중화장실
242,처인구보건소,경기도 용인시 처인구 중부대로 1199,37.2401717248,127.1763197994,공중화장실
243,양지보건지소 로비,경기도 용인시 처인구 양지면 양지로105번길 5,37.2354877465,127.2798333574,공중화장실
244,용인시기후변화체험교육센터,경기도 용인시 처인구 동부로162번길 14-1,37.2226929333,127.2222485687,공중화장실
245,용인미르스타디움,경기도 용인시 처인구 동백죽전대로 61,37.2496234432,127.165161341,공중화장실
246,용인조정경기장,경기도 용인시 기흥구 동탄기흥로 923,37.2404255154,127.1000691741,공중화장실
247,성복천 풍덕고가 견인보관소,경기도 용인시 기흥구 포은대로 482-7,37.323282459,127.1029827015,공중화장실
248,하갈동 테니스장,경기도 용인시 기흥구 덕영대로1967번길 59,37.2622050822,127.0926573388,공중화장실
249,탄천 죽전삼거리,경기도 용인시 수지구 포은대로 561,37.3261209496,127.1108575872,공중화장실
250,서봉숲속근린공원(도서관),경기도 용인시 수지구 광교호수로386번길 6,37.2985080305,127.0808399927,공중화장실
251,죽전도서관,경기도 용인시 수지구 대지로 89,37.3304098735,127.1186467213,공중화장실
252,흥덕도서관,경기도 용인시 기흥구 흥덕중앙로 153,37.2749835507,127.0839257264,공중화장실
253,청덕도서관,경기도 용인시 기흥구 구성1로 44,37.2927939851,127.1474373646,공중화장실
254,광교 푸르지오시티1단지,경기도 용인시 수지구 광교중앙로295번길 21,37.2980125327,127.0683749373,개방화장실
255,헤르메스상가,경기도 용인시 수지구 만현로 82-4,37.3094689666,127.085970158,개방화장실
256,예반 아이엔 프라자,경기도 용인시 수지구 성복2로 100,37.3154794545,127.0752947852,개방화장실
257,센트럴500쇼핑몰,경기도 용인시 수지구 신봉2로 2,37.3231779493,127.0779941675,개방화장실
258,에프앤에프 콜렉티드,경기도 용인시 수지구 용구대로 2725,37.3287906906,127.1086201424,공중화장실
259,수지레스피아배드민턴장,경기도 용인시 수지구 포은대로 499,37.325870193,127.1059037739,공중화장실
260,훼미리빌딩,경기도 용인시 수지구 진산로 106,37.3201470994,127.0980783245,공중화장실
261,신세계백화점 경기점,경기도 용인시 수지구 포은대로 536,37.3250031722,127.1081092919,공중화장실
